,Geographic Area,City,poverty_rate
12264,MI,Sand Lake village,23.0
12265,MI,Sandusky city,21.3
12266,MI,Sanford village,24.1
12267,MI,Saranac village,15.2
12268,MI,Saugatuck city,18.3
12269,MI,Sault Ste. Marie city,28.8
12270,MI,Schoolcraft village,7.4
12271,MI,Scottville city,27.1
12272,MI,Sebewaing village,8.6
12273,MI,Shelby village,29.6
12274,MI,Shepherd village,13.8
12275,MI,Sheridan village,13.1
12276,MI,Sherwood village,31.1
12277,MI,Shields CDP,8.3
12278,MI,Shoreham village,7.4
12279,MI,Shorewood-Tower Hills-Harbert CDP,5.7
12280,MI,Skidway Lake CDP,41.2
12281,MI,Snover CDP,19.4
12282,MI,South Boardman CDP,14.4
12283,MI,Southfield city,15.2
12284,MI,Southgate city,11.1
12285,MI,South Gull Lake CDP,4.3
12286,MI,South Haven city,18.1
12287,MI,South Lyon city,5.5
12288,MI,South Monroe CDP,16.0
12289,MI,South Range village,17.0
12290,MI,South Rockwood village,12.1
12291,MI,Sparta village,11.9
12292,MI,Spring Arbor CDP,7.0
12293,MI,Springfield city,28.4
12294,MI,Spring Lake village,7.0
12295,MI,Springport village,25.4
12296,MI,Standish city,34.0
12297,MI,Stanton city,30.6
12298,MI,Stanwood village,25.6
12299,MI,Stephenson city,19.1
12300,MI,Sterling village,14.5
12301,MI,Sterling Heights city,12.9
12302,MI,Stevensville village,6.2
12303,MI,Stockbridge village,5.8
12304,MI,Stony Point CDP,28.5
12305,MI,Stronach CDP,22.1
12306,MI,Sturgis city,23.4
12307,MI,Sunfield village,10.4
12308,MI,Suttons Bay village,11.3
12309,MI,Swartz Creek city,12.3
12310,MI,Sylvan Lake city,4.1
12311,MI,Tawas City city,14.1
12312,MI,Taylor city,21.9
12313,MI,Tecumseh city,10.1
12314,MI,Tekonsha village,26.1
12315,MI,Temperance CDP,8.8
12316,MI,Thompsonville village,27.6
12317,MI,Three Oaks village,17.9
12318,MI,Three Rivers city,29.0
12319,MI,Traverse City city,15.5
12320,MI,Trenton city,8.0
12321,MI,Trowbridge Park CDP,12.5
12322,MI,Troy city,6.9
12323,MI,Turner village,47.6
12324,MI,Tustin village,10.5
12325,MI,Twining village,36.3
12326,MI,Twin Lake CDP,9.4
12327,MI,Ubly village,9.4
12328,MI,Union City village,18.0
12329,MI,Unionville village,12.8
12330,MI,Utica city,11.5
12331,MI,Vandalia village,24.6
12332,MI,Vanderbilt village,28.4
12333,MI,Vandercook Lake CDP,22.4
12334,MI,Vassar city,22.6
12335,MI,Vermontville village,20.2
12336,MI,Vernon village,14.1
12337,MI,Vicksburg village,17.1
12338,MI,Village of Clarkston city,3.0
12339,MI,Village of Grosse Pointe Shores city,1.4
12340,MI,Vineyard Lake CDP,10.3
12341,MI,Wacousta CDP,3.9
12342,MI,Wakefield city,21.7
12343,MI,Waldron village,27.8
12344,MI,Walker city,13.4
12345,MI,Walkerville village,14.6
12346,MI,Walled Lake city,8.0
12347,MI,Walloon Lake CDP,2.1
12348,MI,Warren city,19.7
12349,MI,Watersmeet CDP,9.6
12350,MI,Watervliet city,16.7
12351,MI,Waverly CDP,9.1
12352,MI,Wayland city,15.8
12353,MI,Wayne city,22.8
12354,MI,Webberville village,9.0
12355,MI,Wedgewood CDP,9.6
12356,MI,Weidman CDP,39.6
12357,MI,Wellston CDP,34.9
12358,MI,West Branch city,30.2
12359,MI,West Ishpeming CDP,5.4
12360,MI,Westland city,15.8
12361,MI,West Monroe CDP,25.1
12362,MI,Westphalia village,0.6
12363,MI,Westwood CDP,16.9
12364,MI,White Cloud city,38.9
12365,MI,Whitehall city,15.6
12366,MI,White Pigeon village,18.0
12367,MI,White Pine CDP,12.4
12368,MI,Whitmore Lake CDP,10.0
12369,MI,Whittemore city,36.6
12370,MI,Williamston city,13.5
12371,MI,Wixom city,15.4
12372,MI,Wolf Lake CDP,22.3
12373,MI,Wolverine village,36.0
12374,MI,Wolverine Lake village,7.9
12375,MI,Woodhaven city,6.5
12376,MI,Woodland village,12.7
12377,MI,Woodland Beach CDP,14.9
12378,MI,Wyandotte city,11.1
12379,MI,Wyoming city,14.9
12380,MI,Yale city,19.3
12381,MI,Ypsilanti city,33.4
12382,MI,Zeba CDP,36.0
12383,MI,Zeeland city,10.7
12384,MI,Zilwaukee city,17.8
12385,MN,Ada city,16.9
12386,MN,Adams city,12.9
12387,MN,Adrian city,9.4
12388,MN,Afton city,3.8
12389,MN,Aitkin city,24.6
12390,MN,Akeley city,13.1
12391,MN,Albany city,12.6
12392,MN,Alberta city,0.0
12393,MN,Albert Lea city,16.2
12394,MN,Albertville city,1.6
12395,MN,Alden city,6.7
12396,MN,Aldrich city,8.8
12397,MN,Alexandria city,14.7
12398,MN,Alpha city,8.6
12399,MN,Altura city,5.7
12400,MN,Alvarado city,11.3
12401,MN,Amboy city,12.1
12402,MN,Andover city,4.5
12403,MN,Angle Inlet CDP,0.0
12404,MN,Annandale city,15.2
12405,MN,Anoka city,13.5
12406,MN,Appleton city,20.1
12407,MN,Apple Valley city,7.5
12408,MN,Arco city,32.8
12409,MN,Arden Hills city,5.1
12410,MN,Argyle city,10.4
12411,MN,Arlington city,17.3
12412,MN,Arnold CDP,7.9
12413,MN,Ashby city,10.2
12414,MN,Askov city,19.5
12415,MN,Atwater city,18.5
12416,MN,Audubon city,19.0
12417,MN,Aurora city,16.2
12418,MN,Austin city,15.9
12419,MN,Avoca city,6.7
12420,MN,Avon city,5.1
12421,MN,Babbitt city,11.6
12422,MN,Backus city,30.8
12423,MN,Badger city,12.5
12424,MN,Bagley city,28.7
12425,MN,Baker CDP,3.0
12426,MN,Balaton city,12.8
12427,MN,Ball Club CDP,42.9
12428,MN,Barnesville city,4.2
12429,MN,Barnum city,19.7
12430,MN,Barrett city,9.1
12431,MN,Barry city,0.0
12432,MN,Battle Lake city,9.3
12433,MN,Baudette city,12.7
12434,MN,Baxter city,7.6
12435,MN,Bayport city,7.4
12436,MN,Beardsley city,8.2
12437,MN,Beaulieu CDP,9.3
12438,MN,Beaver Bay city,15.9
12439,MN,Beaver Creek city,9.3
12440,MN,Becker city,1.8
12441,MN,Bejou city,34.0
12442,MN,Belgrade city,19.5
12443,MN,Bellechester city,12.9
12444,MN,Belle Plaine city,5.5
12445,MN,Bellingham city,10.4
12446,MN,Beltrami city,7.5
12447,MN,Belview city,7.0
12448,MN,Bemidji city,21.5
12449,MN,Bena city,34.8
12450,MN,Benson city,16.7
12451,MN,Bertha city,16.0
12452,MN,Bethel city,4.7
12453,MN,Bigelow city,10.7
12454,MN,Big Falls city,11.4
12455,MN,Bigfork city,19.2
12456,MN,Big Lake CDP,13.6
12457,MN,Big Lake city,11.2
12458,MN,Bingham Lake city,22.8
12459,MN,Birchwood Village city,1.2
12460,MN,Bird Island city,18.7
12461,MN,Biscay city,1.5
12462,MN,Biwabik city,13.5
12463,MN,Blackduck city,23.2
12464,MN,Blaine city,5.8
12465,MN,Blomkest city,5.1
12466,MN,Blooming Prairie city,16.2
12467,MN,Bloomington city,8.9
12468,MN,Blue Earth city,16.9
12469,MN,Bluffton city,6.3
12470,MN,Bock city,37.6
12471,MN,Borup city,15.7
12472,MN,Bovey city,19.9
12473,MN,Bowlus city,23.2
12474,MN,Boyd city,16.5
12475,MN,Boy River city,77.4
12476,MN,Braham city,26.3
12477,MN,Brainerd city,21.8
12478,MN,Brandon city,8.1
12479,MN,Breckenridge city,14.1
12480,MN,Breezy Point city,4.2
12481,MN,Brewster city,8.0
12482,MN,Bricelyn city,21.3
12483,MN,Brooklyn Center city,19.2
12484,MN,Brooklyn Park city,11.1
12485,MN,Brook Park city,10.8
12486,MN,Brooks city,25.8
12487,MN,Brookston city,37.0
12488,MN,Brooten city,10.5
12489,MN,Browerville city,15.1
12490,MN,Brownsdale city,7.8
12491,MN,Browns Valley city,13.0
12492,MN,Brownsville city,12.5
12493,MN,Brownton city,7.1
12494,MN,Bruno city,40.4
12495,MN,Buckman city,10.3
12496,MN,Buffalo city,11.1
12497,MN,Buffalo Lake city,10.4
12498,MN,Buhl city,11.5
12499,MN,Burnsville city,11.2
12500,MN,Burtrum city,4.7
12501,MN,Butterfield city,19.0
12502,MN,Byron city,3.5
12503,MN,Caledonia city,15.0
12504,MN,Callaway city,19.4
12505,MN,Calumet city,29.6
12506,MN,Cambridge city,11.1
12507,MN,Campbell city,5.9
12508,MN,Canby city,17.3
12509,MN,Cannon Falls city,19.1
12510,MN,Canton city,14.2
12511,MN,Carlos city,7.5
12512,MN,Carlton city,13.2
12513,MN,Carver city,0.8
12514,MN,Cass Lake city,26.9
12515,MN,Cedar Mills city,6.4
12516,MN,Center City city,4.7
12517,MN,Centerville city,1.6
12518,MN,Ceylon city,25.8
12519,MN,Champlin city,3.4
12520,MN,Chandler city,9.3
12521,MN,Chanhassen city,3.4
12522,MN,Chaska city,5.5
12523,MN,Chatfield city,7.6
12524,MN,Chickamaw Beach city,3.9
12525,MN,Chisago City city,5.4
12526,MN,Chisholm city,13.3
12527,MN,Chokio city,18.5
12528,MN,Circle Pines city,4.0
12529,MN,Clara City city,7.1
12530,MN,Claremont city,19.8
12531,MN,Clarissa city,25.1
12532,MN,Clarkfield city,14.4
12533,MN,Clarks Grove city,15.2
12534,MN,Clearbrook city,23.6
12535,MN,Clear Lake city,8.7
12536,MN,Clearwater city,7.7
12537,MN,Clements city,11.9
12538,MN,Cleveland city,9.5
12539,MN,Climax city,17.1
12540,MN,Clinton city,11.5
12541,MN,Clitherall city,36.7
12542,MN,Clontarf city,2.4
12543,MN,Cloquet city,16.6
12544,MN,Coates city,5.0
12545,MN,Cobden city,0.0
12546,MN,Cohasset city,7.3
12547,MN,Cokato city,14.3
12548,MN,Cold Spring city,13.3
12549,MN,Coleraine city,14.5
12550,MN,Cologne city,6.5
12551,MN,Columbia Heights city,16.8
12552,MN,Columbus city,4.5
12553,MN,Comfrey city,12.0
12554,MN,Comstock city,11.3
12555,MN,Conger city,8.5
12556,MN,Cook city,10.2
12557,MN,Coon Rapids city,9.0
12558,MN,Corcoran city,2.9
12559,MN,Correll city,47.4
12560,MN,Cosmos city,12.6
12561,MN,Cottage Grove city,4.3
12562,MN,Cottonwood city,8.1
12563,MN,Courtland city,3.1
12564,MN,Cromwell city,22.2
12565,MN,Crookston city,19.8
12566,MN,Crosby city,17.5
12567,MN,Crosslake city,4.4
12568,MN,Crystal city,10.1
12569,MN,Currie city,11.0
12570,MN,Cuyuna city,17.3
12571,MN,Cyrus city,18.2
12572,MN,Dakota city,4.8
12573,MN,Dalton city,17.5
12574,MN,Danube city,23.1
12575,MN,Danvers city,12.9
12576,MN,Darfur city,11.3
12577,MN,Darwin city,20.2
12578,MN,Dassel city,10.1
12579,MN,Dawson city,9.8
12580,MN,Dayton city,7.0
12581,MN,Deephaven city,2.2
12582,MN,Deer Creek city,16.8
12583,MN,Deer River city,16.8
12584,MN,Deerwood city,15.1
12585,MN,De Graff city,23.0
12586,MN,Delano city,3.3
12587,MN,Delavan city,12.3
12588,MN,Delhi city,20.5
12589,MN,Dellwood city,2.3
12590,MN,Denham city,16.2
12591,MN,Dennison city,2.9
12592,MN,Dent city,15.5
12593,MN,Detroit Lakes city,18.5
12594,MN,Dexter city,15.0
12595,MN,Dilworth city,14.6
12596,MN,Dodge Center city,16.2
12597,MN,Donaldson city,10.5
12598,MN,Donnelly city,8.6
12599,MN,Doran city,0.0
12600,MN,Dover city,8.6
12601,MN,Dovray city,7.2
12602,MN,Duluth city,21.5
12603,MN,Dumont city,15.6
12604,MN,Dundas city,7.5
12605,MN,Dundee city,28.5
12606,MN,Dunnell city,12.7
12607,MN,Eagan city,7.0
12608,MN,Eagle Bend city,16.9
12609,MN,Eagle Lake city,8.3
12610,MN,East Bethel city,5.1
12611,MN,East Grand Forks city,10.6
12612,MN,East Gull Lake city,7.5
12613,MN,Easton city,9.6
12614,MN,Ebro CDP,36.7
12615,MN,Echo city,19.7
12616,MN,Eden Prairie city,5.0
12617,MN,Eden Valley city,10.8
12618,MN,Edgerton city,5.3
12619,MN,Edina city,4.6
12620,MN,Effie city,19.3
12621,MN,Eitzen city,10.2
12622,MN,Elba city,28.1
12623,MN,Elbow Lake CDP,28.3
12624,MN,Elbow Lake city,7.7
12625,MN,Elgin city,7.7
12626,MN,Elizabeth city,21.5
12627,MN,Elko New Market city,1.1
12628,MN,Elk River city,7.9
12629,MN,Elkton city,11.7
12630,MN,Ellendale city,10.5
12631,MN,Ellsworth city,10.4
12632,MN,Elmdale city,3.6
12633,MN,Elmore city,18.5
12634,MN,Elrosa city,10.7
12635,MN,Ely city,15.0
12636,MN,Elysian city,10.6
12637,MN,Emily city,5.2
12638,MN,Emmons city,14.0
12639,MN,Erhard city,16.4
12640,MN,Erskine city,23.3
12641,MN,Esko CDP,1.5
12642,MN,Evan city,37.3
12643,MN,Evansville city,12.9
12644,MN,Eveleth city,19.7
12645,MN,Excelsior city,10.6
12646,MN,Eyota city,7.1
12647,MN,Fairfax city,14.5
12648,MN,Fairhaven CDP,6.8
12649,MN,Fairmont city,12.7
12650,MN,Falcon Heights city,11.1
12651,MN,Faribault city,16.7
12652,MN,Farmington city,2.8
12653,MN,Farwell city,21.8
12654,MN,Federal Dam city,8.1
12655,MN,Felton city,19.3
12656,MN,Fergus Falls city,12.3
12657,MN,Fertile city,16.1
12658,MN,Fifty Lakes city,11.9
12659,MN,Finland CDP,33.3
12660,MN,Finlayson city,11.5
12661,MN,Fisher city,12.5
12662,MN,Fish Lake CDP,0.0
12663,MN,Flensburg city,14.0
12664,MN,Floodwood city,15.0
12665,MN,Florence city,0.0
12666,MN,Foley city,12.4
12667,MN,Forada city,2.8
12668,MN,Forest Lake city,7.6
12669,MN,Foreston city,6.1
12670,MN,Fort Ripley city,2.9
12671,MN,Fosston city,20.7
12672,MN,Fountain city,3.6
12673,MN,Foxhome city,29.1
12674,MN,Franklin city,32.3
12675,MN,Frazee city,15.9
12676,MN,Freeborn city,17.1
12677,MN,Freeport city,3.5
12678,MN,Fridley city,13.0
12679,MN,Frontenac CDP,2.0
12680,MN,Frost city,23.3
12681,MN,Fulda city,13.4
12682,MN,Funkley city,40.0
12683,MN,Garden City CDP,9.9
12684,MN,Garfield city,10.8
12685,MN,Garrison city,6.7
12686,MN,Garvin city,15.8
12687,MN,Gary city,12.1
12688,MN,Gaylord city,12.0
12689,MN,Gem Lake city,3.3
12690,MN,Geneva city,3.9
12691,MN,Genola city,11.0
12692,MN,Georgetown city,0.0
12693,MN,Ghent city,4.9
12694,MN,Gibbon city,16.2
12695,MN,Gilbert city,9.7
12696,MN,Gilman city,10.6
12697,MN,Glencoe city,15.2
12698,MN,Glenville city,11.5
12699,MN,Glenwood city,15.5
12700,MN,Glyndon city,10.8
12701,MN,Golden Valley city,8.2
12702,MN,Gonvick city,24.2
12703,MN,Goodhue city,7.5
12704,MN,Goodridge city,9.3
12705,MN,Good Thunder city,10.9
12706,MN,Goodview city,7.3
12707,MN,Graceville city,8.8
12708,MN,Granada city,12.7
12709,MN,Grand Marais city,15.4
12710,MN,Grand Meadow city,10.9
12711,MN,Grand Rapids city,18.4
12712,MN,Granite Falls city,14.6
12713,MN,Grant city,1.6
12714,MN,Grasston city,9.5
12715,MN,Greenbush city,15.0
12716,MN,Greenfield city,2.3
12717,MN,Green Isle city,5.4
12718,MN,Greenwald city,5.8
12719,MN,Greenwood city,1.1
12720,MN,Grey Eagle city,10.5
12721,MN,Grove City city,23.4
12722,MN,Grygla city,16.6
12723,MN,Gully city,22.9
12724,MN,Hackensack city,35.6
12725,MN,Hadley city,27.9
12726,MN,Hallock city,12.8
12727,MN,Halma city,14.0
12728,MN,Halstad city,17.8
12729,MN,Hamburg city,5.9
12730,MN,Ham Lake city,4.7
12731,MN,Hammond city,23.8
12732,MN,Hampton city,15.0
12733,MN,Hancock city,9.5
12734,MN,Hanley Falls city,9.3
12735,MN,Hanover city,1.2
12736,MN,Hanska city,7.3
12737,MN,Harding city,32.9
12738,MN,Hardwick city,4.3
12739,MN,Harmony city,14.7
12740,MN,Harris city,10.5
12741,MN,Hartland city,7.0
12742,MN,Hastings city,8.1
12743,MN,Hatfield city,7.7
12744,MN,Hawley city,5.8
12745,MN,Hayfield city,12.5
12746,MN,Hayward city,10.9
12747,MN,Hazel Run city,0.0
12748,MN,Hector city,10.0
12749,MN,Heidelberg city,3.1
12750,MN,Henderson city,8.6
12751,MN,Hendricks city,6.7
12752,MN,Hendrum city,15.1
12753,MN,Henning city,24.3
12754,MN,Henriette city,23.5
12755,MN,Herman city,15.4
12756,MN,Hermantown city,7.3
12757,MN,Heron Lake city,18.5
12758,MN,Hewitt city,18.5
12759,MN,Hibbing city,18.4
12760,MN,Hill City city,18.1
12761,MN,Hillman city,15.4
12762,MN,Hills city,8.5
12763,MN,Hilltop city,37.0
12764,MN,Hinckley city,28.3
12765,MN,Hitterdal city,7.6
12766,MN,Hoffman city,21.8
12767,MN,Hokah city,20.1
12768,MN,Holdingford city,5.1
12769,MN,Holland city,14.1
12770,MN,Hollandale city,15.2
12771,MN,Holloway city,8.4
12772,MN,Holt city,1.8
12773,MN,Homer CDP,3.2
12774,MN,Hopkins city,15.1
12775,MN,Houston city,15.7
12776,MN,Howard Lake city,12.1
12777,MN,Hoyt Lakes city,7.8
12778,MN,Hugo city,5.2
12779,MN,Humboldt city,0.0
12780,MN,Hutchinson city,7.3
12781,MN,Ihlen city,13.6
12782,MN,Independence city,2.5
12783,MN,Inger CDP,27.2
12784,MN,International Falls city,21.7
12785,MN,Inver Grove Heights city,9.9
12786,MN,Iona city,9.4
12787,MN,Iron Junction city,10.4
12788,MN,Ironton city,36.5
12789,MN,Isanti city,5.2
12790,MN,Isle city,18.2
12791,MN,Ivanhoe city,14.3
12792,MN,Jackson city,17.1
12793,MN,Janesville city,8.4
12794,MN,Jasper city,13.5
12795,MN,Jeffers city,14.4
12796,MN,Jenkins city,5.1
12797,MN,Johnson city,0.0
12798,MN,Jordan city,4.1
12799,MN,Kandiyohi city,7.1
12800,MN,Karlstad city,18.7
12801,MN,Kasota city,17.3
12802,MN,Kasson city,1.9
12803,MN,Keewatin city,19.5
12804,MN,Kelliher city,22.4
12805,MN,Kellogg city,8.8
12806,MN,Kennedy city,5.8
12807,MN,Kenneth city,24.6
12808,MN,Kensington city,13.0
12809,MN,Kent city,0.0
12810,MN,Kenyon city,6.6
12811,MN,Kerkhoven city,9.1
12812,MN,Kerrick city,11.5
12813,MN,Kettle River city,14.1
12814,MN,Kiester city,12.1
12815,MN,Kilkenny city,16.5
12816,MN,Kimball city,16.5
12817,MN,Kinbrae city,100.0
12818,MN,Kingston city,16.8
12819,MN,Kinney city,18.8
12820,MN,La Crescent city,13.7
12821,MN,Lafayette city,4.0
12822,MN,Lake Benton city,14.0
12823,MN,Lake Bronson city,19.5
12824,MN,Lake City city,7.8
12825,MN,Lake Crystal city,5.6
12826,MN,Lake Elmo city,6.0
12827,MN,Lakefield city,8.2
12828,MN,Lake George CDP,2.2
12829,MN,Lake Henry city,6.4
12830,MN,Lakeland city,2.6
12831,MN,Lakeland Shores city,5.9
12832,MN,Lake Lillian city,8.3
12833,MN,Lake Park city,8.9
12834,MN,Lake St. Croix Beach city,3.7
12835,MN,Lake Shore city,3.7
12836,MN,Lakeville city,5.5
12837,MN,Lake Wilson city,7.1
12838,MN,Lamberton city,11.0
12839,MN,Lancaster city,4.8
12840,MN,Landfall city,32.4
12841,MN,Lanesboro city,11.0
12842,MN,Lansing CDP,22.8
12843,MN,Laporte city,17.4
12844,MN,La Prairie city,18.4
12845,MN,La Salle city,6.4
12846,MN,Lastrup city,8.6
12847,MN,Lauderdale city,17.9
12848,MN,Le Center city,15.2
12849,MN,Lengby city,34.9
12850,MN,Leonard city,0.0
12851,MN,Leonidas city,35.9
12852,MN,Leota CDP,4.7
12853,MN,Le Roy city,16.2
12854,MN,Lester Prairie city,10.6
12855,MN,Le Sueur city,10.9
12856,MN,Lewiston city,9.6
12857,MN,Lewisville city,20.3
12858,MN,Lexington city,15.8
12859,MN,Lilydale city,3.6
12860,MN,Lindstrom city,6.3
12861,MN,Lino Lakes city,5.2
12862,MN,Lismore city,27.2
12863,MN,Litchfield city,14.7
12864,MN,Little Canada city,12.1
12865,MN,Little Falls city,15.3
12866,MN,Littlefork city,10.3
12867,MN,Little Rock CDP,11.9
12868,MN,Long Beach city,1.8
12869,MN,Long Lake city,6.2
12870,MN,Long Prairie city,14.9
12871,MN,Longville city,17.4
12872,MN,Lonsdale city,10.7
12873,MN,Loretto city,4.2
12874,MN,Louisburg city,28.6
12875,MN,Lowry city,9.4
12876,MN,Lucan city,11.4
12877,MN,Lutsen CDP,22.0
12878,MN,Luverne city,15.1
12879,MN,Lyle city,16.5
12880,MN,Lynd city,17.4
12881,MN,Mabel city,13.6
12882,MN,McGrath city,28.9
12883,MN,McGregor city,37.7
12884,MN,McIntosh city,23.7
12885,MN,McKinley city,15.7
12886,MN,Madelia city,12.0
12887,MN,Madison city,12.1
12888,MN,Madison Lake city,11.6
12889,MN,Magnolia city,12.9
12890,MN,Mahnomen city,25.3
12891,MN,Mahnomen CDP,54.9
12892,MN,Mahtomedi city,8.2
12893,MN,Mahtowa CDP,13.3
12894,MN,Manchester city,15.4
12895,MN,Manhattan Beach city,17.4
12896,MN,Mankato city,26.2
12897,MN,Mantorville city,5.7
12898,MN,Maple Grove city,5.1
12899,MN,Maple Lake city,7.4
12900,MN,Maple Plain city,6.8
12901,MN,Mapleton city,16.2
12902,MN,Mapleview city,49.8
12903,MN,Maplewood city,9.6
12904,MN,Marble city,28.9
12905,MN,Marietta city,17.3
12906,MN,Marine on St. Croix city,1.9
12907,MN,Marshall city,19.5
12908,MN,Martin Lake CDP,8.7
12909,MN,Mayer city,1.9
12910,MN,Maynard city,14.7
12911,MN,Mazeppa city,4.7
12912,MN,Meadowlands city,22.6
12913,MN,Medford city,7.6
12914,MN,Medicine Lake city,4.1
12915,MN,Medina city,4.7
12916,MN,Meire Grove city,16.0
12917,MN,Melrose city,14.6
12918,MN,Menahga city,23.2
12919,MN,Mendota city,14.3
12920,MN,Mendota Heights city,3.9
12921,MN,Mentor city,20.4
12922,MN,Merrifield CDP,0.0
12923,MN,Middle River city,11.5
12924,MN,Midway CDP,50.0
12925,MN,Miesville city,16.3
12926,MN,Milaca city,16.8
12927,MN,Milan city,21.8
12928,MN,Millerville city,25.3
12929,MN,Millville city,6.9
12930,MN,Milroy city,13.9
12931,MN,Miltona city,27.7
12932,MN,Minneapolis city,21.9
12933,MN,Minneiska city,6.1
12934,MN,Minneota city,8.5
12935,MN,Minnesota City city,0.0
12936,MN,Minnesota Lake city,9.3
12937,MN,Minnetonka city,5.4
12938,MN,Minnetonka Beach city,0.0
12939,MN,Minnetrista city,6.4
12940,MN,Mizpah city,23.6
12941,MN,Montevideo city,16.9
12942,MN,Montgomery city,11.7
12943,MN,Monticello city,7.6
12944,MN,Montrose city,5.4
12945,MN,Moorhead city,15.7
12946,MN,Moose Lake city,38.9
12947,MN,Mora city,17.6
12948,MN,Morgan city,9.6
12949,MN,Morris city,27.6
12950,MN,Morristown city,7.5
12951,MN,Morton city,6.6
12952,MN,Motley city,25.9
12953,MN,Mound city,7.6
12954,MN,Mounds View city,12.6
12955,MN,Mountain Iron city,11.9
12956,MN,Mountain Lake city,15.0
12957,MN,Murdock city,14.7
12958,MN,Myrtle city,7.4
12959,MN,Nashua city,31.0
12960,MN,Nashwauk city,14.0
12961,MN,Nassau city,16.3
12962,MN,Naytahwaush CDP,59.2
12963,MN,Nelson city,6.3
12964,MN,Nerstrand city,0.7
12965,MN,Nett Lake CDP,30.0
12966,MN,Nevis city,14.6
12967,MN,New Auburn city,12.6
12968,MN,New Brighton city,11.4
12969,MN,Newfolden city,11.5
12970,MN,New Germany city,10.2
12971,MN,New Hope city,12.0
12972,MN,New London city,8.7
12973,MN,New Munich city,20.5
12974,MN,Newport city,14.9
12975,MN,New Prague city,7.5
12976,MN,New Richland city,11.5
12977,MN,New Trier city,2.1
12978,MN,New Ulm city,7.8
12979,MN,New York Mills city,12.7
12980,MN,Nicollet city,7.0
12981,MN,Nielsville city,32.1
12982,MN,Nimrod city,11.2
12983,MN,Nisswa city,2.3
12984,MN,Norcross city,4.3
12985,MN,North Branch city,6.4
12986,MN,Northfield city,10.1
12987,MN,North Mankato city,9.2
12988,MN,North Oaks city,2.3
12989,MN,Northome city,35.4
12990,MN,Northrop city,32.2
12991,MN,North St. Paul city,15.2
12992,MN,Norwood Young America city,7.5
12993,MN,Nowthen city,8.4
12994,MN,Oakdale city,6.2
12995,MN,Oak Grove city,3.6
12996,MN,Oak Park Heights city,10.0
12997,MN,Odessa city,11.3
12998,MN,Odin city,0.9
12999,MN,Ogema city,30.8
13000,MN,Ogilvie city,46.6
13001,MN,Okabena city,16.5
13002,MN,Oklee city,15.8
13003,MN,Olivia city,13.3
13004,MN,Onamia city,25.7
13005,MN,Ormsby city,18.6
13006,MN,Orono city,4.1
13007,MN,Oronoco city,3.0
13008,MN,Orr city,30.1
13009,MN,Ortonville city,19.0
13010,MN,Osage CDP,10.5
13011,MN,Osakis city,16.2
13012,MN,Oslo city,6.2
13013,MN,Osseo city,7.4
13014,MN,Ostrander city,12.4
13015,MN,Otsego city,3.5
13016,MN,Ottertail city,8.0
13017,MN,Owatonna city,11.2
13018,MN,Palisade city,6.1
13019,MN,Parkers Prairie city,16.1
13020,MN,Park Rapids city,15.6
13021,MN,Paynesville city,11.7
13022,MN,Pease city,19.6
13023,MN,Pelican Rapids city,23.0
13024,MN,Pemberton city,19.3
13025,MN,Pennock city,13.2
13026,MN,Pequot Lakes city,15.0
13027,MN,Perham city,10.1
13028,MN,Perley city,0.0
13029,MN,Peterson city,7.9
13030,MN,Pierz city,14.4
13031,MN,Pillager city,11.1
13032,MN,Pine Bend CDP,42.1
13033,MN,Pine City city,22.9
13034,MN,Pine Island city,17.2
13035,MN,Pine Point CDP,57.0
13036,MN,Pine River city,32.5
13037,MN,Pine Springs city,0.7
13038,MN,Pipestone city,19.6
13039,MN,Plainview city,8.2
13040,MN,Plato city,5.8
13041,MN,Plummer city,12.6
13042,MN,Plymouth city,5.8
13043,MN,Ponemah CDP,78.8
13044,MN,Porter city,10.4
13045,MN,Preston city,14.1
13046,MN,Princeton city,12.5
13047,MN,Prinsburg city,8.1
13048,MN,Prior Lake city,7.0
13049,MN,Proctor city,9.1
13050,MN,Quamba city,35.1
13051,MN,Racine city,10.5
13052,MN,Ramsey city,3.2
13053,MN,Randall city,14.7
13054,MN,Randolph city,8.3
13055,MN,Ranier city,3.2
13056,MN,Raymond city,15.5
13057,MN,Redby CDP,43.4
13058,MN,Red Lake CDP,37.6
13059,MN,Red Lake Falls city,12.7
13060,MN,Red Wing city,13.6
13061,MN,Redwood Falls city,11.8
13062,MN,Regal city,11.1
13063,MN,Remer city,35.3
13064,MN,Renville city,9.6
13065,MN,Revere city,20.0
13066,MN,Rice city,3.6
13067,MN,Rice Lake CDP,41.5
13068,MN,Richfield city,12.9
13069,MN,Richmond city,9.8
13070,MN,Richville city,15.1
13071,MN,Riverland CDP,53.2
13072,MN,Riverton city,14.8
13073,MN,Robbinsdale city,12.8
13074,MN,Rochester city,10.3
13075,MN,Rock Creek city,10.2
13076,MN,Rockford city,12.8
13077,MN,Rockville city,10.1
13078,MN,Rogers city,2.1
13079,MN,Rollingstone city,4.7
13080,MN,Ronneby CDP,9.4
13081,MN,Roosevelt city,1.5
13082,MN,Roscoe city,4.5
13083,MN,Roseau city,14.9
13084,MN,Rose Creek city,6.7
13085,MN,Rosemount city,3.9
13086,MN,Roseville city,11.5
13087,MN,Rothsay city,8.7
13088,MN,Round Lake city,17.8
13089,MN,Royalton city,16.9
