,Geographic Area,City,Median Income,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic,percent_completed_hs
10735,ME,Biddeford city,46940.0,18.2,94.8,1.0,0.5,1.7,1.7,88.4
10736,ME,Bingham CDP,32143.0,31.9,96.6,1.1,0.8,0.4,0.8,90.9
10737,ME,Blaine CDP,46042.0,12.1,94.7,0.0,1.7,2.0,0.7,92.6
10738,ME,Blue Hill CDP,32994.0,31.3,96.6,0.2,0.3,2.1,1.1,96.7
10739,ME,Boothbay Harbor CDP,39219.0,14.6,96.5,0.6,0.5,1.3,0.9,94.5
10740,ME,Bowdoinham CDP,81797.0,18.3,94.7,1.0,0.3,1.7,1.1,89.7
10741,ME,Brewer city,51944.0,9.1,95.4,0.7,0.8,1.0,1.2,93.5
10742,ME,Bridgton CDP,32250.0,24.8,96.1,1.4,0.3,0.1,1.3,95.9
10743,ME,Brunswick CDP,47382.0,12.5,92.9,1.5,0.3,2.5,2.8,92.7
10744,ME,Brunswick Station CDP,45000.0,5.2,78.0,9.9,0.0,2.9,11.2,91.0
10745,ME,Bucksport CDP,28594.0,23.3,96.7,0.5,0.4,0.3,1.5,97.1
10746,ME,Calais city,33906.0,21.4,95.5,0.5,1.3,0.6,1.4,84.6
10747,ME,Camden CDP,49979.0,10.2,97.3,0.3,0.1,0.9,1.2,96.5
10748,ME,Cape Neddick CDP,69194.0,7.3,98.2,0.3,0.1,0.2,1.1,98.9
10749,ME,Caribou city,35532.0,20.5,96.0,0.4,1.4,0.7,0.8,83.8
10750,ME,Casco CDP,66042.0,4.2,95.4,0.2,0.5,0.2,0.9,90.2
10751,ME,Castine CDP,42708.0,18.8,96.6,0.4,0.2,1.1,1.5,100.0
10752,ME,Chisholm CDP,53112.0,4.5,98.2,0.2,0.4,0.1,1.6,98.0
10753,ME,Clinton CDP,52500.0,5.4,96.8,0.9,0.8,0.1,1.3,83.1
10754,ME,Cousins Island CDP,99211.0,1.2,98.0,0.4,0.0,0.6,0.4,100.0
10755,ME,Cumberland Center CDP,122569.0,4.4,97.6,0.5,0.4,0.5,1.0,100.0
10756,ME,Damariscotta CDP,38696.0,23.6,97.5,0.5,0.0,0.9,1.1,92.1
10757,ME,Dexter CDP,37734.0,22.4,96.8,0.3,0.7,0.7,1.5,89.8
10758,ME,Dixfield CDP,42981.0,17.3,97.1,0.1,0.6,0.2,0.3,96.8
10759,ME,Dover-Foxcroft CDP,35469.0,19.7,93.8,0.2,0.8,3.4,1.7,82.7
10760,ME,Eagle Lake CDP,28125.0,21.9,97.4,0.0,1.4,0.0,1.0,77.6
10761,ME,East Millinocket CDP,35294.0,22.5,97.3,0.3,0.8,0.1,0.8,90.6
10762,ME,Eastport city,32188.0,21.5,92.0,0.8,3.6,0.5,0.9,90.8
10763,ME,Ellsworth city,44556.0,15.5,96.7,0.7,0.4,1.1,1.4,94.8
10764,ME,Fairfield CDP,42037.0,25.7,96.7,0.8,0.5,0.4,0.3,88.7
10765,ME,Falmouth CDP,78162.0,6.2,93.9,0.6,0.5,3.7,0.9,98.9
10766,ME,Falmouth Foreside CDP,90526.0,3.4,97.6,0.3,0.1,0.7,1.0,96.7
10767,ME,Farmingdale CDP,26287.0,31.2,95.4,0.9,0.3,1.1,1.8,86.0
10768,ME,Farmington CDP,24000.0,28.2,95.9,0.3,0.7,0.3,1.7,87.4
10769,ME,Fort Fairfield CDP,21898.0,19.3,96.2,1.0,0.7,0.1,1.7,86.3
10770,ME,Fort Kent CDP,33889.0,21.3,94.5,1.1,0.6,0.7,1.1,85.1
10771,ME,Freeport CDP,58036.0,3.0,88.4,1.1,0.7,6.7,1.2,94.7
10772,ME,Fryeburg CDP,43221.0,7.6,91.1,0.7,0.1,5.5,2.3,93.9
10773,ME,Gardiner city,49236.0,17.8,95.4,0.3,0.7,0.7,1.0,92.5
10774,ME,Gorham CDP,60625.0,7.0,96.1,0.7,0.4,1.0,1.0,95.8
10775,ME,Gray CDP,45397.47286821705,50.0,97.9,1.0,0.1,0.0,1.2,88.4
10776,ME,Greenville CDP,31630.0,37.1,98.4,0.0,0.5,0.1,0.2,88.7
10777,ME,Guilford CDP,31550.0,25.8,96.3,0.1,0.3,1.0,0.7,91.1
10778,ME,Hallowell city,48971.0,11.7,95.5,0.7,0.5,1.5,1.1,94.8
10779,ME,Hampden CDP,74688.0,5.3,96.4,0.4,0.9,0.9,0.8,99.1
10780,ME,Hartland CDP,24808.0,28.6,95.2,0.9,0.5,0.2,1.8,83.2
10781,ME,Houlton CDP,32131.0,20.4,93.4,0.8,3.5,0.5,1.1,88.6
10782,ME,Howland CDP,36375.0,27.4,97.9,0.6,0.1,0.1,0.5,85.1
10783,ME,Kennebunk CDP,59911.0,6.5,97.1,0.3,0.2,0.8,1.3,96.2
10784,ME,Kennebunkport CDP,81467.0,1.0,98.8,0.1,0.1,0.3,0.9,99.8
10785,ME,Kittery CDP,52229.0,5.0,94.7,1.2,0.2,0.9,4.1,95.0
10786,ME,Kittery Point CDP,90247.0,0.0,98.7,0.1,0.2,0.6,0.9,92.4
10787,ME,Lake Arrowhead CDP,65219.0,15.0,97.5,0.5,0.3,0.4,1.3,96.4
10788,ME,Lewiston city,37500.0,23.1,86.6,8.7,0.4,1.0,2.0,85.5
10789,ME,Limestone CDP,32969.0,29.8,95.3,1.4,0.9,1.3,1.6,80.5
10790,ME,Lincoln CDP,37596.0,18.9,96.7,0.5,0.7,0.4,1.0,81.2
10791,ME,Lisbon Falls CDP,54583.0,9.0,96.0,0.7,0.6,0.6,1.6,95.5
10792,ME,Little Falls CDP,46630.0,9.4,95.3,0.7,0.6,1.0,1.6,78.4
10793,ME,Littlejohn Island CDP,95250.0,0.0,97.5,0.0,0.0,2.5,0.0,100.0
10794,ME,Livermore Falls CDP,30903.0,20.1,95.0,0.4,0.1,0.4,2.8,86.1
10795,ME,Lubec CDP,31705.0,19.5,98.0,0.0,0.9,0.0,1.1,94.6
10796,ME,Machias CDP,30139.0,21.1,95.8,0.1,1.0,1.3,2.3,90.1
10797,ME,Madawaska CDP,34916.0,12.5,98.3,0.3,0.6,0.3,0.7,84.3
10798,ME,Madison CDP,35718.0,22.7,97.1,0.4,0.5,0.4,1.3,86.7
10799,ME,Mapleton CDP,38073.0,21.0,97.7,0.1,0.6,0.6,0.9,95.2
10800,ME,Mars Hill CDP,29063.0,18.6,97.0,0.3,0.8,0.2,0.7,84.1
10801,ME,Mechanic Falls CDP,35781.0,17.1,97.0,0.4,0.4,0.3,0.7,84.9
10802,ME,Mexico CDP,26897.0,37.3,96.9,0.4,0.5,0.5,0.9,87.9
10803,ME,Milford CDP,50260.0,14.7,95.3,0.7,1.6,0.4,0.4,94.8
10804,ME,Millinocket CDP,30106.0,12.8,97.7,0.2,0.7,0.4,0.5,86.1
10805,ME,Milo CDP,30943.0,27.4,96.9,1.1,0.4,0.3,1.0,90.5
10806,ME,Naples CDP,45114.0,4.4,97.7,0.7,0.2,0.2,0.0,100.0
10807,ME,Newcastle CDP,50536.0,7.3,97.2,0.0,0.7,0.7,0.6,95.8
10808,ME,Newport CDP,28553.0,26.6,95.4,0.4,0.3,0.6,1.6,87.7
10809,ME,Norridgewock CDP,42765.0,15.6,96.5,0.9,0.3,0.2,0.6,83.1
10810,ME,North Berwick CDP,56726.0,6.6,95.7,0.9,0.6,1.2,1.1,93.4
10811,ME,North Windham CDP,65828.0,4.4,95.9,1.1,0.3,0.7,1.2,94.2
10812,ME,Norway CDP,26736.0,33.0,95.0,0.5,0.6,0.8,1.2,86.9
10813,ME,Oakland CDP,47159.0,9.4,97.0,0.3,0.4,0.7,1.8,91.7
10814,ME,Old Orchard Beach CDP,44205.0,13.4,96.2,0.8,0.4,0.9,1.7,92.5
10815,ME,Old Town city,31628.0,26.7,93.1,0.9,1.6,1.8,1.3,89.8
10816,ME,Orono CDP,39464.0,31.9,93.7,1.2,1.1,2.0,1.5,92.8
10817,ME,Oxford CDP,38816.0,6.6,96.9,0.4,0.6,0.0,1.7,89.7
10818,ME,Pittsfield CDP,44236.0,17.6,93.2,0.8,0.2,3.5,2.2,91.2
10819,ME,Portland city,46280.0,19.7,85.0,7.1,0.5,3.5,3.0,92.5
10820,ME,Presque Isle city,36538.0,21.0,94.5,0.6,2.4,0.9,1.3,89.2
10821,ME,Randolph CDP,45896.0,8.1,97.3,0.4,0.5,0.3,1.4,90.9
10822,ME,Richmond CDP,54494.0,7.3,97.3,0.4,0.3,0.4,1.1,88.8
10823,ME,Rockland city,39077.0,14.2,95.8,0.6,0.4,0.7,1.3,92.8
10824,ME,Rumford CDP,25138.0,30.1,97.0,0.8,0.1,0.2,1.5,89.6
10825,ME,Saco city,53715.0,10.0,95.7,0.7,0.2,1.7,1.3,92.2
10826,ME,Scarborough CDP,66186.0,13.6,92.0,0.6,0.2,5.2,1.3,92.5
10827,ME,Searsport CDP,32788.0,26.8,97.4,0.9,1.0,0.0,0.6,89.7
10828,ME,Skowhegan CDP,29578.0,26.7,96.7,0.4,0.4,0.7,0.4,85.3
10829,ME,South Eliot CDP,71738.0,8.4,96.5,1.0,0.1,0.5,1.2,94.8
10830,ME,South Paris CDP,25256.0,28.0,94.8,0.5,0.7,0.9,1.6,91.0
10831,ME,South Portland city,54598.0,13.8,91.1,2.1,0.3,3.8,2.2,95.4
10832,ME,Southwest Harbor CDP,41833.0,11.3,96.9,0.3,0.0,0.4,1.1,94.5
10833,ME,South Windham CDP,43155.0,9.2,94.9,3.1,0.6,0.2,1.2,87.6
10834,ME,Standish CDP,38477.0,23.4,98.5,0.0,0.0,0.4,0.0,100.0
10835,ME,Steep Falls CDP,50116.0,7.6,97.5,0.3,0.2,0.7,0.6,95.1
10836,ME,Thomaston CDP,47250.0,22.1,96.7,0.3,0.5,1.2,0.5,91.7
10837,ME,Topsham CDP,60785.0,9.2,96.1,0.6,0.4,1.3,1.5,95.0
10838,ME,Unity CDP,16761.0,35.3,95.9,0.9,0.4,0.0,1.9,88.8
10839,ME,Van Buren CDP,23266.0,34.7,96.9,0.3,0.4,0.1,0.7,76.5
10840,ME,Waldoboro CDP,17614.0,42.3,96.5,0.1,0.4,0.6,1.9,98.4
10841,ME,Washburn CDP,40417.0,11.7,97.3,0.0,0.9,0.8,0.5,83.9
10842,ME,Waterville city,33251.0,20.6,93.9,1.1,0.6,1.2,2.4,89.5
10843,ME,Westbrook city,44588.0,17.4,92.3,2.3,0.2,1.9,1.9,91.2
10844,ME,West Kennebunk CDP,96500.0,1.9,96.6,0.3,0.2,2.0,0.8,99.7
10845,ME,Wilton CDP,38969.0,19.5,95.6,0.8,0.6,0.9,1.2,94.1
10846,ME,Winslow CDP,43014.0,15.8,96.0,0.4,0.6,0.6,1.1,93.8
10847,ME,Winter Harbor CDP,37188.0,19.8,96.7,0.5,0.0,0.5,2.1,85.7
10848,ME,Winterport CDP,52500.0,5.1,96.5,0.7,0.7,0.8,0.7,95.6
10849,ME,Winthrop CDP,45278.0,4.1,97.5,0.6,0.1,0.3,1.2,98.8
10850,ME,Wiscasset CDP,30571.0,14.6,97.3,0.4,0.4,1.0,0.9,97.9
10851,ME,Woodland CDP,42227.0,14.4,95.6,0.4,0.6,1.1,0.4,94.8
10852,ME,Yarmouth CDP,63319.0,7.6,96.6,0.7,0.2,1.3,1.3,96.1
10853,ME,York Harbor CDP,59840.0,5.2,97.8,0.5,0.0,1.0,0.8,99.1
10854,MD,Aberdeen city,51821.0,15.4,58.9,30.5,0.4,2.9,5.4,86.7
10855,MD,Aberdeen Proving Ground CDP,76833.0,7.0,65.7,21.5,0.8,2.1,14.7,100.0
10856,MD,Accident town,44167.0,13.2,97.8,0.0,0.6,0.3,0.6,86.2
10857,MD,Accokeek CDP,123559.0,2.5,24.9,64.4,0.5,5.5,4.7,94.6
10858,MD,Adamstown CDP,150410.0,2.2,86.3,6.7,0.0,3.6,5.6,97.3
10859,MD,Adelphi CDP,66555.0,13.2,25.4,36.7,1.4,7.8,42.1,78.3
10860,MD,Algonquin CDP,72000.0,15.9,95.0,2.3,0.7,0.3,1.6,92.7
10861,MD,Allen CDP,78126.49674620389,50.9,93.3,4.8,1.0,0.0,2.9,100.0
10862,MD,Andrews AFB CDP,60662.0,6.7,61.9,22.3,0.5,2.5,14.0,97.1
10863,MD,Annapolis city,72214.0,10.1,60.1,26.0,0.3,2.1,16.8,87.9
10864,MD,Annapolis Neck CDP,126979.0,1.7,87.1,7.3,0.3,1.6,3.6,95.9
10865,MD,Antietam CDP,111202.0,18.8,100.0,0.0,0.0,0.0,0.0,100.0
10866,MD,Aquasco CDP,63042.0,1.6,54.5,43.0,0.6,0.2,1.5,78.0
10867,MD,Arbutus CDP,72466.0,8.4,78.0,9.6,0.2,8.6,2.9,87.5
10868,MD,Arden on the Severn CDP,125446.0,19.1,95.5,1.2,0.2,0.7,2.3,94.0
10869,MD,Arnold CDP,107877.0,4.7,88.7,5.2,0.2,2.4,4.0,96.6
10870,MD,Ashton-Sandy Spring CDP,130750.0,3.9,71.7,14.2,0.2,8.3,6.6,96.2
10871,MD,Aspen Hill CDP,83115.0,9.5,50.6,21.7,0.6,10.9,27.9,85.3
10872,MD,Baden CDP,89464.0,2.6,59.0,34.3,1.0,0.6,2.3,84.0
10873,MD,Bagtown CDP,95139.0,4.3,97.0,2.1,0.0,0.0,0.9,94.6
10874,MD,Bakersville CDP,78126.49674620389,17.5,100.0,0.0,0.0,0.0,0.0,23.8
10875,MD,Ballenger Creek CDP,76628.0,8.6,69.7,15.6,0.4,6.6,10.1,95.0
10876,MD,Baltimore city,42241.0,23.7,29.6,63.7,0.4,2.3,4.2,82.5
10877,MD,Baltimore Highlands CDP,51583.0,20.6,63.8,21.7,0.4,2.8,14.4,72.4
10878,MD,Barclay town,51250.0,7.7,88.3,0.8,4.2,0.0,9.2,90.0
10879,MD,Barnesville town,131250.0,1.9,91.3,2.3,1.7,0.6,1.2,98.4
10880,MD,Barrelville CDP,78126.49674620389,0.0,95.9,4.1,0.0,0.0,0.0,82.5
10881,MD,Barton town,41500.0,11.5,98.0,0.2,0.0,0.4,1.3,94.2
10882,MD,Bartonsville CDP,87625.0,10.3,86.0,7.9,0.0,2.6,3.3,83.1
10883,MD,Beaver Creek CDP,78126.49674620389,8.5,91.2,6.4,0.4,0.4,0.8,88.3
10884,MD,Bel Air CDP,52656.0,28.2,95.5,0.9,0.0,1.2,1.2,98.1
10885,MD,Bel Air town,66828.0,5.0,89.8,4.4,0.2,1.8,4.3,95.5
10886,MD,Bel Air North CDP,98200.0,3.8,92.2,3.6,0.1,2.1,2.4,95.1
10887,MD,Bel Air South CDP,87548.0,4.9,85.8,7.1,0.2,3.9,3.4,95.1
10888,MD,Beltsville CDP,73189.0,14.3,36.4,34.9,0.5,9.5,27.1,82.8
10889,MD,Benedict CDP,73125.0,0.0,94.6,4.6,0.0,0.0,1.1,75.5
10890,MD,Bensville CDP,122512.0,3.3,45.0,44.6,0.6,4.3,4.4,95.0
10891,MD,Berlin town,57782.0,12.5,68.8,23.3,0.6,1.4,5.5,84.9
10892,MD,Berwyn Heights town,94934.0,11.3,56.0,15.1,0.8,8.4,27.1,83.0
10893,MD,Bethesda CDP,144772.0,2.7,83.2,3.3,0.1,9.3,6.8,98.7
10894,MD,Betterton town,42500.0,20.6,92.5,2.9,0.9,0.6,2.9,96.2
10895,MD,Bier CDP,78126.49674620389,0.0,98.8,0.0,0.6,0.6,0.0,100.0
10896,MD,Big Pool CDP,78126.49674620389,0.0,100.0,0.0,0.0,0.0,3.7,74.0
10897,MD,Big Spring CDP,75568.0,11.7,97.6,1.2,0.0,0.0,2.4,92.6
10898,MD,Bishopville CDP,52500.0,0.0,78.0,19.8,0.0,1.3,5.5,70.2
10899,MD,Bivalve CDP,42688.0,4.8,78.6,13.4,0.5,0.0,3.5,93.9
10900,MD,Bladensburg town,42125.0,20.3,12.6,65.6,0.5,2.0,26.9,78.1
10901,MD,Bloomington CDP,45625.0,3.0,99.3,0.0,0.0,0.0,1.3,83.9
10902,MD,Boonsboro town,64306.0,6.9,95.4,2.1,0.1,1.0,2.7,90.5
10903,MD,Bowie city,105959.0,3.4,41.4,48.7,0.3,4.1,5.6,95.9
10904,MD,Bowleys Quarters CDP,68139.0,8.5,85.0,11.4,0.2,1.1,2.6,92.2
10905,MD,Bowling Green CDP,41250.0,17.3,94.3,2.0,0.2,0.3,0.8,91.9
10906,MD,Bowmans Addition CDP,37604.0,25.7,98.6,0.5,0.0,0.0,0.0,88.9
10907,MD,Braddock Heights CDP,92686.0,1.4,93.7,1.1,0.0,2.4,3.1,91.4
10908,MD,Brandywine CDP,118370.0,3.5,20.2,72.2,0.6,2.1,4.4,93.7
10909,MD,Breathedsville CDP,63310.0,5.9,97.2,0.0,0.0,1.2,4.3,89.3
10910,MD,Brentwood town,57650.0,10.7,25.9,38.0,0.6,1.9,45.3,67.0
10911,MD,Brock Hall CDP,136014.0,2.5,5.8,89.0,0.2,1.9,2.0,96.8
10912,MD,Brookeville town,145417.0,3.0,88.8,0.0,0.0,1.5,11.2,99.2
10913,MD,Brooklyn Park CDP,59343.0,16.1,73.9,16.7,0.4,2.8,6.0,81.9
10914,MD,Brookmont CDP,163438.0,2.5,90.9,1.9,0.1,4.2,5.2,98.9
10915,MD,Brookview town,56250.0,16.7,93.3,6.7,0.0,0.0,11.7,93.8
10916,MD,Broomes Island CDP,167614.0,0.0,87.4,7.9,0.5,0.7,0.5,89.7
10917,MD,Brownsville CDP,78126.49674620389,0.0,97.8,0.0,0.0,0.0,0.0,100.0
10918,MD,Brunswick city,61272.0,13.8,86.3,7.5,0.2,1.7,4.9,90.3
10919,MD,Bryans Road CDP,79167.0,7.2,34.0,56.9,1.0,3.0,3.8,90.8
10920,MD,Bryantown CDP,85086.0,28.6,73.7,23.1,0.8,0.6,2.0,85.9
10921,MD,Buckeystown CDP,83205.0,2.1,95.8,1.0,0.3,1.3,2.7,98.8
10922,MD,Burkittsville town,72188.0,13.3,99.3,0.0,0.0,0.7,1.3,91.2
10923,MD,Burtonsville CDP,110980.0,4.0,33.3,38.3,0.3,20.4,8.9,91.6
10924,MD,Butlertown CDP,65278.0,6.5,38.2,57.8,0.0,0.4,1.0,86.6
10925,MD,Cabin John CDP,160913.0,2.3,83.6,3.7,0.3,8.4,4.6,96.3
10926,MD,California CDP,86031.0,8.6,70.7,18.3,0.5,4.6,5.7,92.6
10927,MD,Calvert Beach CDP,88661.0,6.1,86.9,8.0,0.1,0.7,5.3,94.0
10928,MD,Calverton CDP,75208.0,5.7,36.2,37.5,0.4,15.8,14.0,88.8
10929,MD,Cambridge city,35354.0,26.2,45.9,47.9,0.4,1.3,4.9,83.7
10930,MD,Camp Springs CDP,82674.0,5.6,11.1,78.8,0.4,2.4,8.2,92.4
10931,MD,Cape St. Claire CDP,88965.0,2.6,90.8,4.3,0.3,1.6,4.5,96.8
10932,MD,Capitol Heights town,75788.0,13.0,3.3,91.3,0.3,0.1,5.4,79.7
10933,MD,Carlos CDP,50000.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
10934,MD,Carney CDP,59282.0,8.6,75.4,14.3,0.2,7.0,3.2,92.5
10935,MD,Catonsville CDP,76959.0,5.8,75.2,14.5,0.3,6.3,3.4,93.8
10936,MD,Cavetown CDP,69931.0,4.1,94.1,1.4,0.5,0.4,2.8,85.9
10937,MD,Cearfoss CDP,78126.49674620389,0.0,94.4,0.0,0.0,0.6,3.4,100.0
10938,MD,Cecilton town,34792.0,9.1,80.5,11.8,0.0,0.5,7.1,77.2
10939,MD,Cedarville CDP,56250.0,3.8,65.8,27.8,2.6,1.8,0.4,84.4
10940,MD,Centreville town,91375.0,4.8,85.0,10.6,0.3,1.4,2.7,92.9
10941,MD,Chance CDP,66250.0,5.7,79.0,18.7,0.3,0.6,0.6,96.2
10942,MD,Charlestown town,73542.0,12.5,94.8,3.7,0.2,0.1,2.5,89.4
10943,MD,Charlotte Hall CDP,75625.0,2.9,78.1,18.5,0.5,0.7,1.8,87.9
10944,MD,Charlton CDP,133667.0,0.0,97.1,0.0,0.0,0.6,0.0,100.0
10945,MD,Chesapeake Beach town,95086.0,12.2,84.8,9.8,0.6,1.4,2.8,96.5
10946,MD,Chesapeake City town,55139.0,10.9,96.6,2.4,0.1,0.4,2.8,96.7
10947,MD,Chesapeake Ranch Estates CDP,83125.0,5.3,79.3,14.0,0.5,1.2,4.4,94.8
10948,MD,Chester CDP,89427.0,8.4,88.2,6.9,0.4,1.2,3.5,92.2
10949,MD,Chestertown town,43977.0,24.9,74.2,20.4,0.3,1.8,4.2,84.5
10950,MD,Cheverly town,97151.0,6.9,32.4,57.1,0.1,1.7,10.5,89.1
10951,MD,Chevy Chase town,78126.49674620389,0.6,92.1,1.0,0.1,3.9,4.7,99.8
10952,MD,Chevy Chase CDP,159957.0,2.7,86.7,4.8,0.2,4.3,5.5,98.7
10953,MD,Chevy Chase Section Five village,78126.49674620389,4.5,95.6,0.2,0.0,2.1,3.3,99.5
10954,MD,Chevy Chase Section Three village,242500.0,1.8,92.1,1.3,0.1,2.6,3.9,99.4
10955,MD,Chevy Chase View town,238125.0,0.5,94.3,2.2,0.1,2.0,4.0,100.0
10956,MD,Chevy Chase Village town,78126.49674620389,2.2,95.9,0.6,0.2,1.6,2.8,97.9
10957,MD,Chewsville CDP,38929.0,4.7,94.1,0.4,0.4,1.3,2.5,92.2
10958,MD,Chillum CDP,60055.0,13.7,13.5,51.7,1.0,2.3,42.1,67.3
10959,MD,Choptank CDP,59167.0,10.5,96.1,0.0,0.0,1.6,0.8,92.9
10960,MD,Church Creek town,60000.0,11.4,89.6,6.4,0.0,0.0,4.8,97.0
10961,MD,Church Hill town,65670.0,21.0,73.7,14.2,0.1,1.9,10.1,80.9
10962,MD,Clarksburg CDP,135078.0,4.1,44.1,14.7,0.1,33.6,9.8,93.9
10963,MD,Clarysville CDP,78126.49674620389,0.0,98.6,0.0,0.0,0.0,0.0,51.7
10964,MD,Clear Spring town,46625.0,12.2,98.3,0.3,0.3,0.3,0.6,85.7
10965,MD,Clinton CDP,103678.0,4.0,11.3,80.7,0.3,2.5,5.2,92.8
10966,MD,Cloverly CDP,117038.0,4.8,47.5,25.4,0.3,18.1,10.7,93.7
10967,MD,Cobb Island CDP,71250.0,19.3,92.8,3.2,0.3,0.6,1.5,93.9
10968,MD,Cockeysville CDP,60976.0,10.1,61.9,18.3,0.4,12.6,7.9,93.3
10969,MD,Colesville CDP,106125.0,3.4,44.8,28.3,0.3,16.1,14.9,89.7
10970,MD,College Park city,57824.0,29.9,63.0,14.3,0.3,12.7,11.9,87.0
10971,MD,Colmar Manor town,68000.0,15.2,27.1,35.0,0.1,7.2,45.0,66.4
10972,MD,Columbia CDP,100849.0,7.0,55.5,25.3,0.4,11.4,7.9,95.7
10973,MD,Coral Hills CDP,54031.0,9.6,3.6,90.1,0.4,0.3,6.1,81.9
10974,MD,Cordova CDP,73000.0,2.5,90.7,6.6,0.0,0.2,1.2,90.0
10975,MD,Corriganville CDP,39018.0,3.1,98.2,0.0,0.0,0.4,0.2,70.9
10976,MD,Cottage City town,48750.0,10.0,20.7,46.6,1.7,6.9,34.4,74.1
10977,MD,Crellin CDP,35699.0,0.0,95.1,4.2,0.0,0.4,0.0,83.2
10978,MD,Cresaptown CDP,41921.0,12.6,71.5,26.8,0.2,0.4,0.6,79.0
10979,MD,Crisfield city,29208.0,44.6,59.0,36.4,0.6,0.5,3.7,77.2
10980,MD,Crofton CDP,112771.0,2.7,79.8,10.3,0.2,4.9,4.7,97.0
10981,MD,Croom CDP,110290.0,6.3,51.7,40.7,0.6,1.4,4.2,84.0
10982,MD,Crownsville CDP,107308.0,13.2,85.6,8.7,0.5,1.8,3.5,91.7
10983,MD,Cumberland city,30275.0,25.1,89.4,6.4,0.2,0.9,1.2,87.6
10984,MD,Damascus CDP,115689.0,5.3,78.6,8.0,0.4,5.6,11.6,93.4
10985,MD,Dames Quarter CDP,78126.49674620389,38.2,82.6,9.6,0.0,3.6,0.6,68.8
10986,MD,Danville CDP,78126.49674620389,8.5,96.7,0.0,0.0,1.5,1.1,96.4
10987,MD,Dargan CDP,54688.0,0.0,98.8,0.0,1.2,0.0,0.0,100.0
10988,MD,Darlington CDP,71786.0,4.6,89.0,6.8,1.0,0.0,2.9,91.9
10989,MD,Darnestown CDP,189276.0,0.2,80.1,4.1,0.5,11.1,5.1,98.3
10990,MD,Dawson CDP,65536.0,0.0,100.0,0.0,0.0,0.0,0.0,82.7
10991,MD,Deale CDP,99761.0,7.6,90.5,6.1,0.4,0.8,3.1,92.0
10992,MD,Deal Island CDP,31161.0,24.6,93.4,4.7,0.6,0.0,0.0,89.8
10993,MD,Deer Park town,40694.0,23.2,99.5,0.5,0.0,0.0,0.3,79.8
10994,MD,Delmar town,51117.0,17.9,68.2,21.3,0.3,5.5,4.6,89.9
10995,MD,Denton town,41122.0,21.3,71.8,22.9,0.4,0.6,3.3,85.9
10996,MD,Derwood CDP,93958.0,11.2,58.1,8.3,0.3,25.5,11.8,87.6
10997,MD,Detmold CDP,78126.49674620389,47.2,100.0,0.0,0.0,0.0,0.0,100.0
10998,MD,District Heights city,65732.0,8.8,6.0,90.1,0.2,0.6,3.7,89.5
10999,MD,Downsville CDP,57102.0,4.6,97.5,0.0,0.6,0.3,0.0,80.6
11000,MD,Drum Point CDP,70726.0,10.2,87.0,7.9,0.7,1.3,3.3,94.4
11001,MD,Dundalk CDP,49435.0,13.7,81.3,11.0,0.9,1.7,5.0,79.7
11002,MD,Dunkirk CDP,111953.0,0.3,88.6,5.9,0.2,1.8,2.6,95.7
11003,MD,Eagle Harbor town,78750.0,19.5,7.9,92.1,0.0,0.0,0.0,75.0
11004,MD,Eakles Mill CDP,78126.49674620389,10.32679611650486,100.0,0.0,0.0,0.0,0.0,88.42582524271843
11005,MD,East New Market town,39769.0,10.0,80.5,19.5,0.0,0.0,2.0,87.6
11006,MD,Easton town,50496.0,12.5,73.1,17.2,0.2,2.1,9.8,86.6
11007,MD,East Riverdale CDP,58930.0,15.9,23.4,35.1,1.2,2.7,53.3,59.1
11008,MD,Eckhart Mines CDP,70521.0,5.7,96.4,1.1,0.1,1.0,0.8,80.8
11009,MD,Eden CDP,30938.0,23.6,60.4,34.1,0.7,0.7,2.8,60.7
11010,MD,Edesville CDP,78126.49674620389,34.1,44.4,52.1,0.0,0.0,1.8,53.1
11011,MD,Edgemere CDP,57486.0,8.2,93.5,3.9,0.5,0.4,1.3,84.7
11012,MD,Edgemont CDP,60278.0,0.0,99.6,0.0,0.0,0.4,0.0,92.1
11013,MD,Edgewater CDP,99875.0,6.8,88.8,2.3,0.4,1.9,8.0,94.3
11014,MD,Edgewood CDP,56021.0,14.7,49.8,40.9,0.3,1.8,6.7,90.9
11015,MD,Edmonston town,52386.0,14.0,27.8,32.5,0.6,2.1,48.3,61.5
11016,MD,Eldersburg CDP,106725.0,3.0,92.4,3.4,0.2,2.0,2.2,93.4
11017,MD,Eldorado town,78750.0,12.3,81.4,10.2,0.0,1.7,1.7,66.7
11018,MD,Elkridge CDP,97118.0,5.6,61.6,19.8,0.3,12.2,6.3,91.9
11019,MD,Elkton town,53851.0,17.5,76.0,15.1,0.3,2.6,5.9,85.0
11020,MD,Ellerslie CDP,44000.0,4.3,98.6,0.3,0.0,0.3,1.6,85.1
11021,MD,Ellicott City CDP,114916.0,4.4,64.5,8.5,0.2,22.9,3.5,95.9
11022,MD,Elliott CDP,51500.0,0.0,94.2,0.0,5.8,0.0,0.0,100.0
11023,MD,Emmitsburg town,59698.0,14.8,95.0,2.0,0.2,0.9,2.5,89.8
11024,MD,Ernstville CDP,78126.49674620389,0.0,92.9,0.0,0.0,1.8,0.0,100.0
