,Geographic Area,City,Median Income
27688,WA,Naches town,39643.0
27689,WA,Napavine city,44432.0
27690,WA,Naselle CDP,46667.0
27691,WA,Navy Yard City CDP,47119.0
27692,WA,Neah Bay CDP,32120.0
27693,WA,Neilton CDP,52031.0
27694,WA,Nespelem town,39063.0
27695,WA,Nespelem Community CDP,59315.28222996516
27696,WA,Newcastle city,111967.0
27697,WA,Newport city,30708.0
27698,WA,Nile CDP,75542.0
27699,WA,Nisqually Indian Community CDP,53438.0
27700,WA,Nooksack city,61146.0
27701,WA,Normandy Park city,89736.0
27702,WA,North Bend city,82243.0
27703,WA,North Bonneville city,57625.0
27704,WA,North Fort Lewis CDP,62083.0
27705,WA,North Lynnwood CDP,61234.0
27706,WA,North Marysville CDP,68083.0
27707,WA,North Omak CDP,45492.0
27708,WA,Northport town,25066.0
27709,WA,North Puyallup CDP,49500.0
27710,WA,North Sultan CDP,105875.0
27711,WA,Northwest Stanwood CDP,59315.28222996516
27712,WA,North Yelm CDP,36365.0
27713,WA,Oakesdale town,49196.0
27714,WA,Oak Harbor city,46621.0
27715,WA,Oakville city,46583.0
27716,WA,Ocean City CDP,29276.0
27717,WA,Ocean Park CDP,18333.0
27718,WA,Ocean Shores city,41497.0
27719,WA,Odessa town,35119.0
27720,WA,Okanogan city,36313.0
27721,WA,Olympia city,53617.0
27722,WA,Omak city,32044.0
27723,WA,Onalaska CDP,60556.0
27724,WA,Orchards CDP,61263.0
27725,WA,Orient CDP,14250.0
27726,WA,Oroville city,30082.0
27727,WA,Orting city,72114.0
27728,WA,Oso CDP,59315.28222996516
27729,WA,Othello city,48012.0
27730,WA,Otis Orchards-East Farms CDP,60682.0
27731,WA,Outlook CDP,59315.28222996516
27732,WA,Oyehut CDP,59315.28222996516
27733,WA,Pacific city,57755.0
27734,WA,Pacific Beach CDP,59315.28222996516
27735,WA,Packwood CDP,60208.0
27736,WA,Palouse city,57629.0
27737,WA,Parker CDP,59315.28222996516
27738,WA,Parkland CDP,46503.0
27739,WA,Parkwood CDP,54346.0
27740,WA,Pasco city,55319.0
27741,WA,Pateros city,39375.0
27742,WA,Peaceful Valley CDP,45320.0
27743,WA,Pe Ell town,44375.0
27744,WA,Picnic Point CDP,91805.0
27745,WA,Pine Grove CDP,37639.0
27746,WA,Point Roberts CDP,51474.0
27747,WA,Pomeroy city,42216.0
27748,WA,Port Angeles city,40523.0
27749,WA,Port Angeles East CDP,53889.0
27750,WA,Porter CDP,59315.28222996516
27751,WA,Port Gamble Tribal Community CDP,43125.0
27752,WA,Port Hadlock-Irondale CDP,37878.0
27753,WA,Port Ludlow CDP,67567.0
27754,WA,Port Orchard city,62587.0
27755,WA,Port Townsend city,42742.0
27756,WA,Poulsbo city,56226.0
27757,WA,Prairie Heights CDP,85743.0
27758,WA,Prairie Ridge CDP,73901.0
27759,WA,Prescott city,28854.0
27760,WA,Prosser city,53345.0
27761,WA,Puget Island CDP,48015.0
27762,WA,Pullman city,26228.0
27763,WA,Purdy CDP,39574.0
27764,WA,Puyallup city,63376.0
27765,WA,Queets CDP,35750.0
27766,WA,Quilcene CDP,50486.0
27767,WA,Qui-nai-elt Village CDP,98333.0
27768,WA,Quincy city,48222.0
27769,WA,Raft Island CDP,100536.0
27770,WA,Rainier city,68942.0
27771,WA,Ravensdale CDP,83542.0
27772,WA,Raymond city,32475.0
27773,WA,Reardan town,40500.0
27774,WA,Redmond city,103409.0
27775,WA,Renton city,64802.0
27776,WA,Republic city,26136.0
27777,WA,Richland city,67483.0
27778,WA,Ridgefield city,79243.0
27779,WA,Ritzville city,39250.0
27780,WA,Riverbend CDP,97394.0
27781,WA,River Road CDP,31011.0
27782,WA,Riverside town,32500.0
27783,WA,Rochester CDP,59409.0
27784,WA,Rockford town,59167.0
27785,WA,Rock Island city,38229.0
27786,WA,Rockport CDP,31625.0
27787,WA,Rocky Point CDP,44706.0
27788,WA,Ronald CDP,59315.28222996516
27789,WA,Roosevelt CDP,24250.0
27790,WA,Rosalia town,39205.0
27791,WA,Rosburg CDP,46250.0
27792,WA,Rosedale CDP,89632.0
27793,WA,Roslyn city,52750.0
27794,WA,Roy city,51765.0
27795,WA,Royal City city,30492.0
27796,WA,Ruston town,81513.0
27797,WA,Ryderwood CDP,42778.0
27798,WA,St. John town,30417.0
27799,WA,Salmon Creek CDP,71314.0
27800,WA,Sammamish city,147349.0
27801,WA,Santiago CDP,27500.0
27802,WA,Satsop CDP,52885.0
27803,WA,Seabeck CDP,77404.0
27804,WA,SeaTac city,45985.0
27805,WA,Seattle city,70594.0
27806,WA,Sedro-Woolley city,41652.0
27807,WA,Sekiu CDP,59315.28222996516
27808,WA,Selah city,49415.0
27809,WA,Sequim city,38761.0
27810,WA,Shadow Lake CDP,88750.0
27811,WA,Shelton city,37072.0
27812,WA,Shoreline city,66020.0
27813,WA,Silvana CDP,59315.28222996516
27814,WA,Silverdale CDP,61021.0
27815,WA,Silver Firs CDP,103186.0
27816,WA,Sisco Heights CDP,92283.0
27817,WA,Skamokawa Valley CDP,19375.0
27818,WA,Skokomish CDP,32500.0
27819,WA,Skykomish town,32500.0
27820,WA,Snohomish city,55648.0
27821,WA,Snoqualmie city,124264.0
27822,WA,Snoqualmie Pass CDP,53250.0
27823,WA,Soap Lake city,28800.0
27824,WA,South Bend city,30658.0
27825,WA,South Cle Elum town,55250.0
27826,WA,South Creek CDP,47292.0
27827,WA,South Hill CDP,75241.0
27828,WA,South Prairie town,64531.0
27829,WA,South Wenatchee CDP,53644.0
27830,WA,Southworth CDP,73661.0
27831,WA,Spanaway CDP,59303.0
27832,WA,Spangle city,36500.0
27833,WA,Spokane city,42386.0
27834,WA,Spokane Valley city,47430.0
27835,WA,Sprague city,31250.0
27836,WA,Springdale town,24750.0
27837,WA,Stansberry Lake CDP,56520.0
27838,WA,Stanwood city,53919.0
27839,WA,Starbuck town,33558.0
27840,WA,Startup CDP,32011.0
27841,WA,Steilacoom town,59750.0
27842,WA,Steptoe CDP,62750.0
27843,WA,Stevenson city,41125.0
27844,WA,Sudden Valley CDP,74805.0
27845,WA,Sultan city,55638.0
27846,WA,Sumas city,55161.0
27847,WA,Summit CDP,63967.0
27848,WA,Summit View CDP,59578.0
27849,WA,Summitview CDP,93359.0
27850,WA,Sumner city,53445.0
27851,WA,Sunday Lake CDP,86813.0
27852,WA,Sunnyside city,35699.0
27853,WA,Sunnyslope CDP,80565.0
27854,WA,Suquamish CDP,55643.0
27855,WA,Swede Heaven CDP,52250.0
27856,WA,Tacoma city,52042.0
27857,WA,Taholah CDP,29423.0
27858,WA,Tampico CDP,59315.28222996516
27859,WA,Tanglewilde CDP,57500.0
27860,WA,Tanner CDP,153750.0
27861,WA,Tekoa city,44205.0
27862,WA,Tenino city,50184.0
27863,WA,Terrace Heights CDP,55439.0
27864,WA,Thorp CDP,50139.0
27865,WA,Three Lakes CDP,91750.0
27866,WA,Tieton city,41711.0
27867,WA,Tokeland CDP,59315.28222996516
27868,WA,Toledo city,43000.0
27869,WA,Tonasket city,18576.0
27870,WA,Toppenish city,34152.0
27871,WA,Torboy CDP,36333.0
27872,WA,Touchet CDP,47917.0
27873,WA,Town and Country CDP,62035.0
27874,WA,Tracyton CDP,65149.0
27875,WA,Trout Lake CDP,57115.0
27876,WA,Tukwila city,45923.0
27877,WA,Tumwater city,56512.0
27878,WA,Twin Lakes CDP,27750.0
27879,WA,Twisp town,31406.0
27880,WA,Union CDP,68934.0
27881,WA,Union Gap city,35777.0
27882,WA,Union Hill-Novelty Hill CDP,125651.0
27883,WA,Uniontown town,63636.0
27884,WA,University Place city,58139.0
27885,WA,Upper Elochoman CDP,51250.0
27886,WA,Vader city,42386.0
27887,WA,Valley CDP,59315.28222996516
27888,WA,Vancouver city,50626.0
27889,WA,Vantage CDP,59315.28222996516
27890,WA,Vashon CDP,71820.0
27891,WA,Vaughn CDP,56250.0
27892,WA,Venersborg CDP,97500.0
27893,WA,Verlot CDP,54750.0
27894,WA,Waitsburg city,48250.0
27895,WA,Walla Walla city,41750.0
27896,WA,Walla Walla East CDP,93100.0
27897,WA,Waller CDP,64985.0
27898,WA,Wallula CDP,59315.28222996516
27899,WA,Walnut Grove CDP,63863.0
27900,WA,Wapato city,32722.0
27901,WA,Warden city,41406.0
27902,WA,Warm Beach CDP,76458.0
27903,WA,Washougal city,65052.0
27904,WA,Washtucna town,56250.0
27905,WA,Waterville town,43782.0
27906,WA,Wauna CDP,71922.0
27907,WA,Waverly town,51042.0
27908,WA,Wenatchee city,46865.0
27909,WA,West Clarkston-Highland CDP,39754.0
27910,WA,West Pasco CDP,84208.0
27911,WA,Westport city,32917.0
27912,WA,West Richland city,82795.0
27913,WA,West Side Highway CDP,55703.0
27914,WA,Whidbey Island Station CDP,27857.0
27915,WA,White Center CDP,43516.0
27916,WA,White Salmon city,47426.0
27917,WA,White Swan CDP,35917.0
27918,WA,Wilbur town,35433.0
27919,WA,Wilderness Rim CDP,96750.0
27920,WA,Wilkeson town,58906.0
27921,WA,Willapa CDP,48750.0
27922,WA,Wilson Creek town,42083.0
27923,WA,Winlock city,41563.0
27924,WA,Winthrop town,40938.0
27925,WA,Wishram CDP,41250.0
27926,WA,Wollochet CDP,79327.0
27927,WA,Woodinville city,99394.0
27928,WA,Woodland city,62430.0
27929,WA,Woods Creek CDP,94031.0
27930,WA,Woodway city,148333.0
27931,WA,Yacolt town,63889.0
27932,WA,Yakima city,40726.0
27933,WA,Yarrow Point town,203393.0
27934,WA,Yelm city,49029.0
27935,WA,Zillah city,60068.0
27936,WV,Accoville CDP,36667.0
27937,WV,Addison (Webster Springs) town,35595.0
27938,WV,Albright town,28438.0
27939,WV,Alderson town,24643.0
27940,WV,Alum Creek CDP,35469.0
27941,WV,Amherstdale CDP,24250.0
27942,WV,Anawalt town,24219.0
27943,WV,Anmoore town,26429.0
27944,WV,Ansted town,41000.0
27945,WV,Apple Grove CDP,39097.117318435754
27946,WV,Arbovale CDP,39097.117318435754
27947,WV,Athens town,33542.0
27948,WV,Auburn town,39097.117318435754
27949,WV,Aurora CDP,40395.0
27950,WV,Bancroft town,75278.0
27951,WV,Barboursville village,39068.0
27952,WV,Barrackville town,47344.0
27953,WV,Bartley CDP,22895.0
27954,WV,Bartow CDP,39097.117318435754
27955,WV,Bath (Berkeley Springs) town,36250.0
27956,WV,Bayard town,31875.0
27957,WV,Beards Fork CDP,38359.0
27958,WV,Beaver CDP,49147.0
27959,WV,Beckley city,34944.0
27960,WV,Beech Bottom village,39464.0
27961,WV,Belington town,34438.0
27962,WV,Belle town,44583.0
27963,WV,Belmont city,39375.0
27964,WV,Belva CDP,36375.0
27965,WV,Benwood city,29276.0
27966,WV,Bergoo CDP,39097.117318435754
27967,WV,Berwind CDP,24464.0
27968,WV,Bethany town,56364.0
27969,WV,Bethlehem village,63587.0
27970,WV,Beverly town,22917.0
27971,WV,Big Chimney CDP,50867.0
27972,WV,Big Creek CDP,62125.0
27973,WV,Big Sandy CDP,35833.0
27974,WV,Birch River CDP,39097.117318435754
27975,WV,Blacksville town,46250.0
27976,WV,Blennerhassett CDP,53023.0
27977,WV,Bluefield city,34972.0
27978,WV,Bluewell CDP,38267.0
27979,WV,Boaz CDP,57292.0
27980,WV,Bolivar town,49236.0
27981,WV,Bolt CDP,39097.117318435754
27982,WV,Boomer CDP,43417.0
27983,WV,Bowden CDP,39097.117318435754
27984,WV,Bradley CDP,51125.0
27985,WV,Bradshaw town,28750.0
27986,WV,Bramwell town,40417.0
27987,WV,Brandonville town,64286.0
27988,WV,Brandywine CDP,27679.0
27989,WV,Brenton CDP,15417.0
27990,WV,Bridgeport city,79324.0
27991,WV,Brookhaven CDP,60969.0
27992,WV,Bruceton Mills town,45179.0
27993,WV,Bruno CDP,61935.0
27994,WV,Brush Fork CDP,32642.0
27995,WV,Buckhannon city,30833.0
27996,WV,Bud CDP,39097.117318435754
27997,WV,Buffalo town,37115.0
27998,WV,Burlington CDP,21181.0
27999,WV,Burnsville town,34000.0
28000,WV,Cairo town,32500.0
28001,WV,Camden-on-Gauley town,27500.0
28002,WV,Cameron city,31250.0
28003,WV,Capon Bridge town,27500.0
28004,WV,Carolina CDP,39097.117318435754
28005,WV,Carpendale town,39659.0
28006,WV,Cass CDP,21384.0
28007,WV,Cassville CDP,55064.0
28008,WV,Cedar Grove town,38958.0
28009,WV,Century CDP,46944.0
28010,WV,Ceredo city,41146.0
28011,WV,Chapmanville town,34469.0
28012,WV,Charleston city,48442.0
28013,WV,Charles Town city,59483.0
28014,WV,Charlton Heights CDP,43705.0
28015,WV,Chattaroy CDP,42386.0
28016,WV,Chauncey CDP,61157.0
28017,WV,Cheat Lake CDP,83403.0
28018,WV,Chelyan CDP,18841.0
28019,WV,Chesapeake town,40286.0
28020,WV,Chester city,34508.0
28021,WV,Clarksburg city,37036.0
28022,WV,Clay town,24073.0
28023,WV,Clearview village,60625.0
28024,WV,Clendenin town,42461.0
28025,WV,Coal City CDP,39093.0
28026,WV,Coal Fork CDP,44750.0
28027,WV,Comfort CDP,63571.0
28028,WV,Corinne CDP,39097.117318435754
28029,WV,Covel CDP,39097.117318435754
28030,WV,Cowen town,35240.0
28031,WV,Crab Orchard CDP,43662.0
28032,WV,Craigsville CDP,34844.0
28033,WV,Cross Lanes CDP,55773.0
28034,WV,Crum CDP,54700.0
28035,WV,Crumpler CDP,39097.117318435754
28036,WV,Cucumber CDP,25089.0
28037,WV,Culloden CDP,64246.0
28038,WV,Dailey CDP,39097.117318435754
28039,WV,Daniels CDP,47610.0
28040,WV,Danville town,26875.0
28041,WV,Davis town,36250.0
28042,WV,Davy town,23667.0
28043,WV,Deep Water CDP,43000.0
28044,WV,Delbarton town,30833.0
28045,WV,Despard CDP,30446.0
28046,WV,Dixie CDP,44886.0
28047,WV,Dunbar city,41287.0
28048,WV,Durbin town,31477.0
28049,WV,East Bank town,52083.0
28050,WV,East Dailey CDP,39722.0
28051,WV,Eccles CDP,39097.117318435754
28052,WV,Eleanor town,51414.0
28053,WV,Elizabeth town,31691.0
28054,WV,Elk Garden town,17813.0
28055,WV,Elkins city,38214.0
28056,WV,Elkview CDP,43750.0
28057,WV,Ellenboro town,35694.0
28058,WV,Enterprise CDP,49342.0
28059,WV,Fairlea CDP,30592.0
28060,WV,Fairmont city,36086.0
28061,WV,Fairview town,34583.0
28062,WV,Falling Spring town,55000.0
28063,WV,Falling Waters CDP,72717.0
28064,WV,Falls View CDP,39097.117318435754
28065,WV,Farmington town,46518.0
28066,WV,Fayetteville town,36429.0
28067,WV,Fenwick CDP,32426.0
28068,WV,Flatwoods town,30625.0
28069,WV,Flemington town,30417.0
28070,WV,Follansbee city,51144.0
28071,WV,Fort Ashby CDP,26410.0
28072,WV,Fort Gay town,12454.0
28073,WV,Frank CDP,20179.0
28074,WV,Franklin town,42361.0
28075,WV,Friendly town,23929.0
28076,WV,Gallipolis Ferry CDP,33646.0
28077,WV,Galloway CDP,63250.0
28078,WV,Gary city,31667.0
28079,WV,Gassaway town,34375.0
28080,WV,Gauley Bridge town,37344.0
28081,WV,Ghent CDP,39097.117318435754
28082,WV,Gilbert town,43333.0
28083,WV,Gilbert Creek CDP,31419.0
28084,WV,Glasgow town,41648.0
28085,WV,Glen Dale city,52262.0
28086,WV,Glen Ferris CDP,39097.117318435754
28087,WV,Glen Fork CDP,46439.0
28088,WV,Glen Jean CDP,19788.0
28089,WV,Glenville town,30474.0
28090,WV,Glen White CDP,39097.117318435754
28091,WV,Grafton city,34844.0
28092,WV,Grantsville town,28646.0
28093,WV,Grant Town town,33750.0
28094,WV,Granville town,32242.0
28095,WV,Great Cacapon CDP,31157.0
28096,WV,Green Bank CDP,60625.0
28097,WV,Green Spring CDP,39097.117318435754
28098,WV,Greenview CDP,39097.117318435754
28099,WV,Gypsy CDP,30294.0
28100,WV,Hambleton town,26250.0
28101,WV,Hamlin town,36250.0
28102,WV,Handley town,35250.0
28103,WV,Harman town,28750.0
28104,WV,Harpers Ferry town,65714.0
28105,WV,Harrisville town,40900.0
28106,WV,Hartford City town,33625.0
28107,WV,Harts CDP,39097.117318435754
28108,WV,Hedgesville town,55938.0
28109,WV,Helen CDP,39097.117318435754
28110,WV,Helvetia CDP,39097.117318435754
28111,WV,Henderson town,25250.0
28112,WV,Hendricks town,45000.0
28113,WV,Henlawson CDP,39097.117318435754
28114,WV,Hepzibah CDP,63214.0
28115,WV,Hico CDP,39556.0
28116,WV,Hillsboro town,27614.0
28117,WV,Hilltop CDP,25352.0
28118,WV,Hinton city,31019.0
28119,WV,Holden CDP,48958.0
28120,WV,Hometown CDP,85714.0
28121,WV,Hooverson Heights CDP,50373.0
28122,WV,Hundred town,32778.0
28123,WV,Huntersville CDP,33750.0
28124,WV,Huntington city,29873.0
28125,WV,Hurricane city,52347.0
28126,WV,Huttonsville town,27396.0
28127,WV,Iaeger town,20313.0
28128,WV,Idamay CDP,40370.0
28129,WV,Inwood CDP,48750.0
28130,WV,Itmann CDP,13750.0
28131,WV,Jacksonburg CDP,43693.0
28132,WV,Jane Lew town,34464.0
28133,WV,Jefferson CDP,28681.0
28134,WV,Junior town,32222.0
28135,WV,Justice CDP,28009.0
28136,WV,Kenova city,32140.0
28137,WV,Kermit town,48333.0
28138,WV,Keyser city,24450.0
28139,WV,Keystone city,22125.0
28140,WV,Kimball town,38250.0
28141,WV,Kimberly CDP,39097.117318435754
28142,WV,Kincaid CDP,37875.0
28143,WV,Kingwood city,44886.0
28144,WV,Kistler CDP,33611.0
28145,WV,Kopperston CDP,26296.0
28146,WV,Lashmeet CDP,29861.0
28147,WV,Lavalette CDP,49405.0
28148,WV,Leon town,31786.0
28149,WV,Lesage CDP,39531.0
28150,WV,Lester town,43750.0
28151,WV,Lewisburg city,49904.0
28152,WV,Littleton CDP,39097.117318435754
28153,WV,Logan city,29712.0
28154,WV,Lost Creek town,53250.0
28155,WV,Lubeck CDP,49638.0
28156,WV,Lumberport town,38750.0
28157,WV,Mabscott town,54856.0
28158,WV,MacArthur CDP,41563.0
28159,WV,McConnell CDP,51250.0
28160,WV,McMechen city,41000.0
28161,WV,Madison city,46559.0
28162,WV,Mallory CDP,39194.0
28163,WV,Man town,55250.0
28164,WV,Mannington city,43750.0
28165,WV,Marlinton town,28633.0
28166,WV,Marmet city,36382.0
28167,WV,Martinsburg city,37843.0
28168,WV,Mason town,33859.0
28169,WV,Masontown town,46488.0
28170,WV,Matewan town,14135.0
28171,WV,Matheny CDP,30724.0
28172,WV,Matoaka town,26875.0
28173,WV,Maybeury CDP,39097.117318435754
28174,WV,Meadow Bridge town,35192.0
28175,WV,Middlebourne town,31250.0
28176,WV,Middleway CDP,44632.0
28177,WV,Mill Creek town,29702.0
28178,WV,Milton town,35500.0
28179,WV,Minden CDP,39097.117318435754
28180,WV,Mineralwells CDP,63056.0
28181,WV,Mitchell Heights town,64583.0
28182,WV,Monaville CDP,39097.117318435754
28183,WV,Monongah town,36739.0
28184,WV,Montcalm CDP,24375.0
28185,WV,Montgomery city,24716.0
28186,WV,Montrose town,58125.0
28187,WV,Moorefield town,32775.0
28188,WV,Morgantown city,34090.0
28189,WV,Moundsville city,34628.0
28190,WV,Mount Carbon CDP,38378.0
28191,WV,Mount Gay-Shamrock CDP,37581.0
28192,WV,Mount Hope city,21218.0
28193,WV,Mullens city,43942.0
28194,WV,Neibert CDP,65363.0
28195,WV,Nettie CDP,31899.0
28196,WV,Newburg town,46875.0
28197,WV,New Cumberland city,25045.0
28198,WV,Newell CDP,35424.0
28199,WV,New Haven town,36750.0
28200,WV,New Martinsville city,40039.0
28201,WV,New Richmond CDP,39097.117318435754
28202,WV,Nitro city,43434.0
28203,WV,Northfork town,31786.0
28204,WV,North Hills town,92344.0
28205,WV,Nutter Fort town,39583.0
28206,WV,Oak Hill city,39316.0
28207,WV,Oakvale town,39097.117318435754
28208,WV,Oceana town,29125.0
28209,WV,Omar CDP,27176.0
28210,WV,Paden City city,35898.0
28211,WV,Page CDP,37750.0
28212,WV,Pageton CDP,13250.0
28213,WV,Parcoal CDP,39097.117318435754
28214,WV,Parkersburg city,31876.0
28215,WV,Parsons city,35450.0
28216,WV,Paw Paw town,29821.0
28217,WV,Pax town,33625.0
28218,WV,Pea Ridge CDP,49701.0
28219,WV,Pennsboro city,29038.0
28220,WV,Pentress CDP,31630.0
28221,WV,Petersburg city,31792.0
28222,WV,Peterstown town,34875.0
28223,WV,Philippi city,21698.0
28224,WV,Pickens CDP,39097.117318435754
28225,WV,Piedmont town,22353.0
28226,WV,Pinch CDP,68986.0
28227,WV,Pine Grove town,19750.0
28228,WV,Pineville town,53375.0
28229,WV,Piney View CDP,34572.0
28230,WV,Pleasant Valley city,45563.0
28231,WV,Poca town,49464.0
28232,WV,Point Pleasant city,31827.0
28233,WV,Powellton CDP,39097.117318435754
28234,WV,Pratt town,48472.0
28235,WV,Prichard CDP,62772.0
28236,WV,Prince CDP,39097.117318435754
28237,WV,Princeton city,30856.0
28238,WV,Prosperity CDP,39052.0
28239,WV,Pullman town,17917.0
28240,WV,Quinwood town,24063.0
28241,WV,Rachel CDP,68043.0
28242,WV,Racine CDP,33906.0
28243,WV,Rainelle town,25000.0
28244,WV,Rand CDP,28841.0
28245,WV,Ranson corporation,43464.0
28246,WV,Ravenswood city,30546.0
28247,WV,Raysal CDP,19836.0
28248,WV,Reader CDP,39097.117318435754
28249,WV,Red Jacket CDP,28448.0
28250,WV,Reedsville town,34943.0
28251,WV,Reedy town,48438.0
28252,WV,Rhodell town,37813.0
28253,WV,Richwood city,27234.0
28254,WV,Ridgeley town,21389.0
28255,WV,Ripley city,31162.0
28256,WV,Rivesville town,41741.0
28257,WV,Robinette CDP,53250.0
28258,WV,Roderfield CDP,39097.117318435754
28259,WV,Romney city,25925.0
28260,WV,Ronceverte city,37898.0
28261,WV,Rossmore CDP,43750.0
28262,WV,Rowlesburg town,29766.0
28263,WV,Rupert town,30125.0
28264,WV,St. Albans city,44758.0
28265,WV,St. George CDP,69063.0
28266,WV,St. Marys city,42664.0
28267,WV,Salem city,35438.0
28268,WV,Salt Rock CDP,43953.0
28269,WV,Sand Fork town,72578.0
28270,WV,Sarah Ann CDP,39097.117318435754
28271,WV,Scarbro CDP,30050.0
28272,WV,Shady Spring CDP,54725.0
28273,WV,Shannondale CDP,69345.0
28274,WV,Shenandoah Junction CDP,48393.0
28275,WV,Shepherdstown town,31583.0
28276,WV,Shinnston city,47039.0
28277,WV,Shrewsbury CDP,62292.0
28278,WV,Sissonville CDP,39398.0
28279,WV,Sistersville city,31042.0
28280,WV,Smithers city,28333.0
28281,WV,Smithfield town,20781.0
28282,WV,Sophia town,33929.0
28283,WV,South Charleston city,46390.0
28284,WV,Spelter CDP,32652.0
28285,WV,Spencer city,22453.0
28286,WV,Springfield CDP,25893.0
28287,WV,Stanaford CDP,45431.0
28288,WV,Star City town,40833.0
28289,WV,Stollings CDP,33490.0
28290,WV,Stonewood city,45000.0
28291,WV,Summersville city,33885.0
28292,WV,Sutton town,35938.0
28293,WV,Switzer CDP,24871.0
28294,WV,Sylvester town,52500.0
28295,WV,Teays Valley CDP,70419.0
28296,WV,Terra Alta town,36513.0
28297,WV,Thomas city,33000.0
28298,WV,Thurmond town,39097.117318435754
28299,WV,Tioga CDP,39097.117318435754
28300,WV,Tornado CDP,67941.0
28301,WV,Triadelphia town,29063.0
28302,WV,Tunnelton town,46042.0
28303,WV,Twilight CDP,31042.0
28304,WV,Union town,28409.0
28305,WV,Valley Bend CDP,60438.0
28306,WV,Valley Grove village,35357.0
28307,WV,Valley Head CDP,39097.117318435754
28308,WV,Van CDP,39097.117318435754
28309,WV,Verdunville CDP,37550.0
28310,WV,Vienna city,46968.0
28311,WV,Vivian CDP,39097.117318435754
28312,WV,Wallace CDP,44750.0
28313,WV,War city,20625.0
28314,WV,Wardensville town,35000.0
28315,WV,Washington CDP,80938.0
28316,WV,Waverly CDP,41417.0
28317,WV,Wayne town,17559.0
28318,WV,Weirton city,39832.0
28319,WV,Welch city,28112.0
28320,WV,Wellsburg city,31288.0
28321,WV,West Hamlin town,16094.0
28322,WV,West Liberty town,39097.117318435754
28323,WV,West Logan town,40750.0
28324,WV,West Milford town,48125.0
28325,WV,Weston city,31776.0
28326,WV,Westover city,35792.0
28327,WV,West Union town,30583.0
28328,WV,Wheeling city,36989.0
28329,WV,White Hall town,63333.0
28330,WV,White Sulphur Springs city,30363.0
28331,WV,Whitesville town,24375.0
28332,WV,Whitmer CDP,39097.117318435754
28333,WV,Wiley Ford CDP,23578.0
28334,WV,Williamson city,33872.0
28335,WV,Williamstown city,49890.0
28336,WV,Windsor Heights village,41607.0
28337,WV,Winfield town,56300.0
28338,WV,Wolf Summit CDP,39097.117318435754
28339,WV,Womelsdorf (Coalton) town,47222.0
28340,WV,Worthington town,26875.0
28341,WI,Abbotsford city,38611.0
28342,WI,Abrams CDP,65500.0
28343,WI,Adams city,28341.0
28344,WI,Adell village,68000.0
28345,WI,Albany village,43304.0
28346,WI,Algoma city,40714.0
28347,WI,Allenton CDP,65625.0
28348,WI,Allouez village,66309.0
28349,WI,Alma city,39239.0
28350,WI,Alma Center village,37875.0
28351,WI,Almena village,38313.0
28352,WI,Almond village,43000.0
28353,WI,Altoona city,51675.0
28354,WI,Amberg CDP,21042.0
28355,WI,Amery city,38673.0
28356,WI,Amherst village,38603.0
28357,WI,Amherst Junction village,66042.0
28358,WI,Angelica CDP,56250.0
28359,WI,Aniwa village,35500.0
28360,WI,Antigo city,34225.0
28361,WI,Appleton city,53588.0
28362,WI,Arcadia city,42546.0
28363,WI,Arena village,50000.0
28364,WI,Argonne CDP,34531.0
28365,WI,Argyle village,39559.0
28366,WI,Arkansaw CDP,31429.0
28367,WI,Arkdale CDP,31250.0
28368,WI,Arlington village,78929.0
28369,WI,Arpin village,41389.0
28370,WI,Ashippun CDP,63839.0
28371,WI,Ashland city,38882.0
28372,WI,Ashwaubenon village,49924.0
28373,WI,Athens village,41900.0
28374,WI,Auburndale village,58906.0
28375,WI,Augusta city,38631.0
28376,WI,Avoca village,34211.0
28377,WI,Babcock CDP,43125.0
28378,WI,Bagley village,45208.0
28379,WI,Baileys Harbor CDP,60000.0
28380,WI,Baldwin village,56755.0
28381,WI,Balsam Lake village,38036.0
28382,WI,Bancroft CDP,36563.0
28383,WI,Bangor village,53413.0
28384,WI,Baraboo city,38793.0
28385,WI,Barneveld village,75764.0
28386,WI,Barron city,47375.0
28387,WI,Barronett CDP,31771.0
28388,WI,Bay City village,39286.0
28389,WI,Bayfield city,41094.0
28390,WI,Bayside village,102448.0
28391,WI,Bear Creek village,45625.0
28392,WI,Beaver Dam city,46728.0
28393,WI,Belgium village,67794.0
28394,WI,Bell Center village,30972.0
28395,WI,Belleville village,67750.0
28396,WI,Bellevue village,51222.0
28397,WI,Belmont village,46534.0
28398,WI,Beloit city,37500.0
28399,WI,Benton village,48167.0
28400,WI,Berlin city,39395.0
28401,WI,Big Bend village,72778.0
28402,WI,Big Falls village,38125.0
28403,WI,Birch Hill CDP,18000.0
28404,WI,Birchwood village,27368.0
28405,WI,Birnamwood village,37639.0
28406,WI,Biron village,53000.0
28407,WI,Black Creek village,52708.0
28408,WI,Black Earth village,58250.0
28409,WI,Black River Falls city,49094.0
28410,WI,Blair city,43333.0
28411,WI,Blanchardville village,48438.0
28412,WI,Bloomer city,57400.0
28413,WI,Bloomfield village,52283.0
28414,WI,Bloomington village,42083.0
28415,WI,Blue Mounds village,59844.0
28416,WI,Blue River village,37250.0
28417,WI,Bluffview CDP,27232.0
28418,WI,Boaz village,45625.0
28419,WI,Bohners Lake CDP,59481.0
28420,WI,Bonduel village,45729.0
28421,WI,Boscobel city,43185.0
28422,WI,Boulder Junction CDP,51750.0
